n_clusters,n_dims,n_samples,algorithm,param,adjusted_mutual_info,adjusted_rand,normalized_mutual_info
9,2,1000000.0,rpkm,1,0.9185306303306808,0.8737491573291465,0.9185318959617271
9,2,1000000.0,rpkm,2,0.9260684672486377,0.8811989655877959,0.9260696123003938
9,2,1000000.0,rpkm,3,0.9570327647412926,0.9436105601276346,0.957033435078994
9,2,1000000.0,rpkm,4,0.9668099592314636,0.9607082981792949,0.9668104759634092
9,2,1000000.0,rpkm,5,0.9838711439971398,0.988618162335819,0.983871393882351
9,2,1000000.0,rpkm,6,0.9950522616248293,0.9971865568202729,0.9950523384698847
9,4,100.0,rpkm,1,0.9094606680449642,0.8693878495403752,0.9248137516271729
9,4,100.0,rpkm,2,0.9781060535856504,0.9554322182835306,0.9817368598206881
9,4,100.0,rpkm,3,0.9891306356302525,0.9793507037944853,0.9908433001138951
9,4,100.0,rpkm,4,1.0,1.0,1.0
9,4,100.0,rpkm,5,1.0,1.0,1.0
9,4,100.0,rpkm,6,1.0,1.0,1.0
9,4,1000.0,rpkm,1,0.8199750689362523,0.6998680309489889,0.8229309609851517
9,4,1000.0,rpkm,2,0.9049059772648267,0.8478410747519407,0.9064724815127725
9,4,1000.0,rpkm,3,0.943165003832062,0.9262088497616334,0.9441112328492414
9,4,1000.0,rpkm,4,0.980345239671367,0.9775515969933547,0.9806614885586791
9,4,1000.0,rpkm,5,0.9988387887185196,0.9996839360504299,0.9988593515586016
9,4,1000.0,rpkm,6,1.0,1.0,1.0
9,4,10000.0,rpkm,1,0.8572502050706834,0.792708783137257,0.8574809430413779
9,4,10000.0,rpkm,2,0.9122119421098155,0.8916868257624371,0.9123542313728772
9,4,10000.0,rpkm,3,0.9424422651321883,0.9458185794234923,0.9425364335330164
9,4,10000.0,rpkm,4,0.9719482090900545,0.9748847042339037,0.9719934448408514
9,4,10000.0,rpkm,5,0.9856062159925578,0.9809026544521352,0.9856292372910886
9,4,10000.0,rpkm,6,0.9998254763937069,0.9999393345341258,0.9998257394934498
9,4,100000.0,rpkm,1,0.8385997130217149,0.7520700936750949,0.8386249949733777
9,4,100000.0,rpkm,2,0.9109974705275347,0.8739360300078175,0.9110113414216073
9,4,100000.0,rpkm,3,0.9431344697881489,0.9177478572354874,0.9431433160898959
9,4,100000.0,rpkm,4,0.9539922269930668,0.9330483322748849,0.9539993586911389
9,4,100000.0,rpkm,5,0.9910111607787812,0.996115924683987,0.9910125627606263
9,4,100000.0,rpkm,6,0.9994345769463939,0.999754600066602,0.9994346622383823
9,4,1000000.0,rpkm,1,0.8336751045397396,0.7134995396287189,0.8336777151484339
9,4,1000000.0,rpkm,2,0.8917663914848764,0.8295554437513791,0.8917680720043004
9,4,1000000.0,rpkm,3,0.931785662774572,0.9043698862710954,0.931786713779584
9,4,1000000.0,rpkm,4,0.9673763715668281,0.9636488518520083,0.9673768835149845
9,4,1000000.0,rpkm,5,0.9893863705458863,0.9938759040279294,0.9893865369356206
9,4,1000000.0,rpkm,6,0.9973149189421011,0.998851968191732,0.9973149612429129
9,6,100.0,rpkm,1,0.9253509434728879,0.8977664404782877,0.9377231659289048
9,6,100.0,rpkm,2,0.9827923483832028,0.9723170066723137,0.9855041070002933
9,6,100.0,rpkm,3,1.0,1.0,1.0
9,6,100.0,rpkm,4,1.0,1.0,1.0
9,6,100.0,rpkm,5,1.0,1.0,1.0
9,6,100.0,rpkm,6,1.0,1.0,1.0
9,6,1000.0,rpkm,1,0.8759785674374664,0.8063749212289061,0.8779972249516103
9,6,1000.0,rpkm,2,0.9264379538971929,0.885332491665444,0.9276292970931893
9,6,1000.0,rpkm,3,0.9887046834887656,0.9917006378947765,0.9888875084549623
9,6,1000.0,rpkm,4,0.9995872594751732,0.9998060552755561,0.9995936812137078
9,6,1000.0,rpkm,5,0.9995872594751732,0.9998060552755561,0.9995936812137078
9,6,1000.0,rpkm,6,0.9995872594751732,0.9998060552755561,0.9995936812137078
9,6,10000.0,rpkm,1,0.8868291010933147,0.8161417707352022,0.8870036472236549
9,6,10000.0,rpkm,2,0.9346351599939311,0.9007047685416112,0.9347368667332139
9,6,10000.0,rpkm,3,0.9761041756928359,0.9681096294149574,0.9761411485954131
9,6,10000.0,rpkm,4,0.9974331347612944,0.9988089933015626,0.9974370572289514
9,6,10000.0,rpkm,5,1.0,1.0,1.0
9,6,10000.0,rpkm,6,1.0,1.0,1.0
9,6,100000.0,rpkm,1,0.8859791386815294,0.8216473612033071,0.8859967411766458
9,6,100000.0,rpkm,2,0.9217041503733825,0.8776364921851731,0.9217162815263894
9,6,100000.0,rpkm,3,0.9493531939844205,0.9211416764903302,0.949361156815723
9,6,100000.0,rpkm,4,0.9828231193908927,0.9893826298047603,0.9828257982883681
9,6,100000.0,rpkm,5,0.9979873999611968,0.9992539049505054,0.9979877125666607
9,6,100000.0,rpkm,6,1.0,1.0,1.0
9,6,1000000.0,rpkm,1,0.8890158765274168,0.8272382400765261,0.8890175718588097
9,6,1000000.0,rpkm,2,0.9310638910739939,0.9101112372677294,0.9310649377937802
9,6,1000000.0,rpkm,3,0.9730804626538878,0.9780455497569374,0.9730808702201198
9,6,1000000.0,rpkm,4,0.9808123625368859,0.9864936767707864,0.9808126530541333
9,6,1000000.0,rpkm,5,0.9966715348806648,0.9982577043674776,0.9966715854776595
9,6,1000000.0,rpkm,6,0.9997482290581543,0.9998965710936124,0.9997482328581041
9,8,100.0,rpkm,1,0.9207696706781567,0.8857924777057657,0.9344668108563357
9,8,100.0,rpkm,2,1.0,1.0,1.0
9,8,100.0,rpkm,3,1.0,1.0,1.0
9,8,100.0,rpkm,4,1.0,1.0,1.0
9,8,100.0,rpkm,5,1.0,1.0,1.0
9,8,100.0,rpkm,6,1.0,1.0,1.0
9,8,1000.0,rpkm,1,0.9362845032459685,0.9240479875021338,0.9372874825854944
9,8,1000.0,rpkm,2,0.9735768329486312,0.9790136047800152,0.9739910789675511
9,8,1000.0,rpkm,3,0.9964671276268954,0.9979520333830013,0.996523543694525
9,8,1000.0,rpkm,4,0.9964671276268954,0.9979520333830013,0.996523543694525
9,8,1000.0,rpkm,5,0.9964671276268954,0.9979520333830013,0.996523543694525
9,8,1000.0,rpkm,6,0.9964671276268954,0.9979520333830013,0.996523543694525
9,8,10000.0,rpkm,1,0.9082171268066526,0.876371128483434,0.9083554279520729
9,8,10000.0,rpkm,2,0.931717039135082,0.9071323272192094,0.9318196831009298
9,8,10000.0,rpkm,3,0.986820712705551,0.980776857150364,0.9868403021372696
9,8,10000.0,rpkm,4,0.999436985139455,0.9997110024689639,0.9994378331076929
9,8,10000.0,rpkm,5,0.999436985139455,0.9997110024689639,0.9994378331076929
9,8,10000.0,rpkm,6,0.999436985139455,0.9997110024689639,0.9994378331076929
9,8,100000.0,rpkm,1,0.9168692621846942,0.8717655084565747,0.9168823469480826
9,8,100000.0,rpkm,2,0.9311397229563475,0.9019863209420013,0.9311503974460271
9,8,100000.0,rpkm,3,0.9708523706747029,0.9805985608129528,0.9708569254509609
9,8,100000.0,rpkm,4,0.9984668185349157,0.9994920374819107,0.9984670608487347
9,8,100000.0,rpkm,5,1.0,1.0,1.0
9,8,100000.0,rpkm,6,1.0,1.0,1.0
9,8,1000000.0,rpkm,1,0.8940178316491736,0.8418740729596491,0.8940194454982675
9,8,1000000.0,rpkm,2,0.9115440971018203,0.8720373438264716,0.9115454464893687
9,8,1000000.0,rpkm,3,0.9565584751062207,0.9488130039498976,0.9565591345534854
9,8,1000000.0,rpkm,4,0.9882057376773649,0.9934273460823011,0.9882059186972694
9,8,1000000.0,rpkm,5,1.0,1.0,1.0
9,8,1000000.0,rpkm,6,1.0,1.0,1.0
