n_clusters,n_dims,n_samples,algorithm,param,silhouette,calinski_harabasz,davies_bouldin
3,8,10000.0,mb-kmeans,100.0,0.27841973664378933,4771.233795090751,1.365719640118839
3,8,10000.0,mb-kmeans,500.0,0.278348997060848,4769.964374445474,1.3658449505865207
3,8,10000.0,mb-kmeans,1000.0,0.2647978279303461,4555.176996283652,1.4762988713040317
3,8,10000.0,rpkm,1.0,0.2783393093591644,4768.218300762902,1.3655577551088591
3,8,10000.0,rpkm,2.0,0.2784535406048955,4771.312500046432,1.3655677141670153
3,8,10000.0,rpkm,3.0,0.27848484553363306,4772.193700690635,1.3654614814496473
3,8,10000.0,rpkm,4.0,0.27848348672033907,4772.2039625657,1.3654827667717888
3,8,10000.0,rpkm,5.0,0.27848348672033907,4772.2039625657,1.3654827667717888
3,8,10000.0,rpkm,6.0,0.27848348672033907,4772.2039625657,1.3654827667717888
9,2,100.0,k-means++,None,0.7397826649199215,4507.9839624834585,0.35551848030299615
9,2,100.0,mb-kmeans,100.0,0.7370965392147062,4461.846352164619,0.35155132900934505
9,2,100.0,mb-kmeans,500.0,0.7368355901470014,4461.81097831902,0.3516230290779331
9,2,100.0,mb-kmeans,1000.0,0.7368355901470014,4461.81097831902,0.3516230290779331
9,2,100.0,rpkm,1.0,0.6714002512162118,2275.2678781659024,0.4761417317030469
9,2,100.0,rpkm,2.0,0.6884509324561154,2388.386325664216,0.4688643554365083
9,2,100.0,rpkm,3.0,0.69396855030799,2436.578771107334,0.46654626847902225
9,2,100.0,rpkm,4.0,0.6984477412074795,2457.914802574826,0.454933841745525
9,2,100.0,rpkm,5.0,0.6999883877066354,2457.917088936949,0.45041001057360275
9,2,100.0,rpkm,6.0,0.7003419375235449,2457.9420747160125,0.44975920649538653
9,2,1000.0,k-means++,None,0.7352508444361423,41670.78566366595,0.3912939317463464
9,2,1000.0,mb-kmeans,100.0,0.7348281684585455,42716.91007273502,0.3861933556902601
9,2,1000.0,mb-kmeans,500.0,0.7335822021582477,38244.83428665133,0.4240317183933541
9,2,1000.0,mb-kmeans,1000.0,0.7339789304929694,38255.053267281895,0.4235110689487091
9,2,1000.0,rpkm,1.0,0.6745411983111038,27204.917238661124,0.5353268838846381
9,2,1000.0,rpkm,2.0,0.7043106329240301,30224.604939320903,0.4972486243795221
9,2,1000.0,rpkm,3.0,0.7075045450251706,30296.68678346785,0.49694210829969004
9,2,1000.0,rpkm,4.0,0.7068187647620209,30347.434055943602,0.5016581811500991
9,2,1000.0,rpkm,5.0,0.7086975091338491,30426.292333945363,0.49845560020436086
9,2,1000.0,rpkm,6.0,0.7087786270966369,30542.2942664716,0.494914899176948
9,2,10000.0,k-means++,None,0.7346597515855565,432475.87274745264,0.3777162541362883
9,2,10000.0,mb-kmeans,100.0,0.7416906096734109,407130.0402687328,0.37603318461125124
9,2,10000.0,mb-kmeans,500.0,0.7383148586225834,432910.4011348566,0.37691246833650627
9,2,10000.0,mb-kmeans,1000.0,0.7235750686112581,420119.1875472376,0.4156664181242632
9,2,10000.0,rpkm,1.0,0.6349635222027148,143988.45575983566,0.6124057982075062
9,2,10000.0,rpkm,2.0,0.6568034445760944,172942.2195517142,0.5657735711064339
9,2,10000.0,rpkm,3.0,0.6744620697063348,177408.434635711,0.5597644604656915
9,2,10000.0,rpkm,4.0,0.6745060543238222,178025.7979424377,0.5769576521340134
9,2,10000.0,rpkm,5.0,0.6751279337274798,179216.76578312,0.5897850661047614
9,2,10000.0,rpkm,6.0,0.675597010147184,179439.22782838106,0.5949095903331472
9,4,100.0,k-means++,None,0.5377986898610535,165.38836470260244,0.6812956213422445
9,4,100.0,mb-kmeans,100.0,0.548665218816986,165.67003622695137,0.6362969859248067
9,4,100.0,mb-kmeans,500.0,0.5488087737854482,165.58376086432816,0.6358765806973818
9,4,100.0,mb-kmeans,1000.0,0.5488087737854482,165.58376086432816,0.6358765806973818
9,4,100.0,rpkm,1.0,0.40074494208414224,80.41196187317307,0.9154594374226859
9,4,100.0,rpkm,2.0,0.44298660583529925,91.56150537038879,0.8309136019721703
9,4,100.0,rpkm,3.0,0.45989060158363915,95.97958241618686,0.788398204844181
9,4,100.0,rpkm,4.0,0.4641262921007113,99.88442363051271,0.7905025244261704
9,4,100.0,rpkm,5.0,0.4641262921007113,99.88442363051271,0.7905025244261704
9,4,100.0,rpkm,6.0,0.4641262921007113,99.88442363051271,0.7905025244261704
9,4,1000.0,k-means++,None,0.5350387127028331,1592.4790303989423,0.7309440121567221
9,4,1000.0,mb-kmeans,100.0,0.5309426549751639,1548.6449289208472,0.7727087582737904
9,4,1000.0,mb-kmeans,500.0,0.5262560799726528,1583.3599982795865,0.7706202349566011
9,4,1000.0,mb-kmeans,1000.0,0.5266344071593748,1584.666081642264,0.7704247084263873
9,4,1000.0,rpkm,1.0,0.3809049137729813,758.595130787502,1.14317634708607
9,4,1000.0,rpkm,2.0,0.44067483675248537,944.9344902374002,1.0591126524128092
9,4,1000.0,rpkm,3.0,0.4676473882249998,1010.4772747555165,1.0173141558652852
9,4,1000.0,rpkm,4.0,0.48348442065963776,1202.7842475867478,1.0019066613431338
9,4,1000.0,rpkm,5.0,0.49256089875918746,1280.9527996004545,0.9696940178844334
9,4,1000.0,rpkm,6.0,0.4925355592745297,1280.9781386474046,0.9694009839955475
9,4,10000.0,k-means++,None,0.5447170908034173,16472.989635016063,0.7029107591225521
9,4,10000.0,mb-kmeans,100.0,0.5120992754462375,14616.589141325914,0.8577206936986167
9,4,10000.0,mb-kmeans,500.0,0.5247326169938334,15204.307081261151,0.8032635222803808
9,4,10000.0,mb-kmeans,1000.0,0.5279844477093874,15940.967543497458,0.780939130023546
9,4,10000.0,rpkm,1.0,0.3760379277656106,6976.659347782153,1.1818515460429897
9,4,10000.0,rpkm,2.0,0.413985763228703,7978.632543361438,1.1501671468711936
9,4,10000.0,rpkm,3.0,0.42384960917739856,8696.483746507296,1.1627232517109234
9,4,10000.0,rpkm,4.0,0.43126778942106936,8986.293511800652,1.1208071307547565
9,4,10000.0,rpkm,5.0,0.43056653354957597,8996.565494049373,1.1219236433054296
9,4,10000.0,rpkm,6.0,0.4434391319818324,10223.358714564587,1.0886691928354666
9,8,100.0,k-means++,None,0.31945895226626975,35.91751915969867,1.15765851298192
9,8,100.0,mb-kmeans,100.0,0.30682298879717906,33.99870247613272,1.165466555079026
9,8,100.0,mb-kmeans,500.0,0.30886281141015115,34.1113382818613,1.1609651118858688
9,8,100.0,mb-kmeans,1000.0,0.311464452174479,34.17927947895875,1.153490049517368
9,8,100.0,rpkm,1.0,0.24735896809209135,27.180288030184776,1.2657426109910201
9,8,100.0,rpkm,2.0,0.2816622804413884,30.510018216992943,1.1856705170464903
9,8,100.0,rpkm,3.0,0.2816622804413884,30.510018216992943,1.1856705170464903
9,8,100.0,rpkm,4.0,0.2816622804413884,30.510018216992943,1.1856705170464903
9,8,100.0,rpkm,5.0,0.2816622804413884,30.510018216992943,1.1856705170464903
9,8,100.0,rpkm,6.0,0.2816622804413884,30.510018216992943,1.1856705170464903
9,8,1000.0,k-means++,None,0.31137348926932173,335.81227622136646,1.3765853381168882
9,8,1000.0,mb-kmeans,100.0,0.3144055457882852,344.0228397541813,1.3334637259443258
9,8,1000.0,mb-kmeans,500.0,0.3242101438993045,347.77743560495276,1.302004709343139
9,8,1000.0,mb-kmeans,1000.0,0.32441182804918844,347.86976056571785,1.3001692894415455
9,8,1000.0,rpkm,1.0,0.2916758675093991,303.5843532910026,1.4843027736355712
9,8,1000.0,rpkm,2.0,0.299627184594823,311.8572525021106,1.4590826446760463
9,8,1000.0,rpkm,3.0,0.3007406137317313,312.5132508873029,1.4512450254616784
9,8,1000.0,rpkm,4.0,0.3007406137317313,312.5132508873029,1.4512450254616784
9,8,1000.0,rpkm,5.0,0.3007406137317313,312.5132508873029,1.4512450254616784
9,8,1000.0,rpkm,6.0,0.3007406137317313,312.5132508873029,1.4512450254616784
9,8,10000.0,k-means++,None,0.3342582741856398,3640.922527359298,1.2224580663860576
9,8,10000.0,mb-kmeans,100.0,0.3038652401730008,3367.9390468041056,1.4415131119271776
9,8,10000.0,mb-kmeans,500.0,0.3181366280318333,3482.08510853424,1.2937148060424277
9,8,10000.0,mb-kmeans,1000.0,0.32115851032255227,3506.139878261496,1.297257993493697
9,8,10000.0,rpkm,1.0,0.28406842530571097,3085.143629905986,1.5393565424993398
9,8,10000.0,rpkm,2.0,0.29138709319816347,3206.0453838005915,1.542576116464045
9,8,10000.0,rpkm,3.0,0.31016543883930775,3346.202632943184,1.3858677374875696
9,8,10000.0,rpkm,4.0,0.31520347641236424,3386.895213308788,1.3421488325288553
9,8,10000.0,rpkm,5.0,0.31520347641236424,3386.895213308788,1.3421488325288553
9,8,10000.0,rpkm,6.0,0.31520347641236424,3386.895213308788,1.3421488325288553
