n_clusters,n_dims,n_samples,algorithm,param,distance_calculations_average,fit_time_average
9,4,10000.0,rpkm,3.0,30706.2,0.019444084167480467
9,4,10000.0,rpkm,4.0,206222.4,0.07196872234344483
9,4,10000.0,rpkm,5.0,606195.9,0.37482097148895266
9,4,10000.0,rpkm,6.0,958445.1,0.6974275350570679
9,4,100000.0,k-means++,None,13770000.0,0.2050994873046875
9,4,100000.0,mb-kmeans,100.0,8575200.0,0.24978835582733155
9,4,100000.0,mb-kmeans,500.0,8435250.0,0.06783087253570556
9,4,100000.0,mb-kmeans,1000.0,8648100.0,0.11741888523101807
9,4,100000.0,rpkm,1.0,478.8,0.012015032768249511
9,4,100000.0,rpkm,2.0,5048.1,0.02709672451019287
9,4,100000.0,rpkm,3.0,35199.0,0.05216186046600342
9,4,100000.0,rpkm,4.0,274975.2,0.17125542163848878
9,4,100000.0,rpkm,5.0,1989626.4,0.9263962268829345
9,4,100000.0,rpkm,6.0,5217945.3,2.7845287322998047
9,8,100.0,k-means++,None,12780.0,0.002358222007751465
9,8,100.0,mb-kmeans,100.0,31680.0,0.009858155250549316
9,8,100.0,mb-kmeans,500.0,105300.0,0.009517073631286621
9,8,100.0,mb-kmeans,1000.0,257400.0,0.014023685455322265
9,8,100.0,rpkm,1.0,2737.8,0.0025918245315551757
9,8,100.0,rpkm,2.0,7139.7,0.006589627265930176
9,8,100.0,rpkm,3.0,7139.7,0.009748029708862304
9,8,100.0,rpkm,4.0,7139.7,0.009571695327758789
9,8,100.0,rpkm,5.0,7139.7,0.00947730541229248
9,8,100.0,rpkm,6.0,7139.7,0.009652090072631837
9,8,1000.0,k-means++,None,166500.0,0.003494405746459961
9,8,1000.0,mb-kmeans,100.0,113760.0,0.012977361679077148
9,8,1000.0,mb-kmeans,500.0,202050.0,0.01120755672454834
9,8,1000.0,mb-kmeans,1000.0,301500.0,0.012490105628967286
9,8,1000.0,rpkm,1.0,6817.5,0.004685330390930176
9,8,1000.0,rpkm,2.0,40313.7,0.02117266654968262
9,8,1000.0,rpkm,3.0,105458.4,0.050415444374084475
9,8,1000.0,rpkm,4.0,107256.6,0.08178658485412597
9,8,1000.0,rpkm,5.0,107256.6,0.08257148265838624
9,8,1000.0,rpkm,6.0,107256.6,0.0823279619216919
9,8,10000.0,k-means++,None,1584000.0,0.21598315238952637
9,8,10000.0,mb-kmeans,100.0,917640.0,0.045777177810668944
9,8,10000.0,mb-kmeans,500.0,1042200.0,0.08292267322540284
9,8,10000.0,mb-kmeans,1000.0,1189800.0,0.09492959976196289
9,8,10000.0,rpkm,1.0,11713.5,0.007935452461242675
9,8,10000.0,rpkm,2.0,134237.7,0.053388667106628415
9,8,10000.0,rpkm,3.0,1358673.3,0.5938509702682495
9,8,10000.0,rpkm,4.0,1717684.2,1.0053557872772216
9,8,10000.0,rpkm,5.0,1735682.4,1.3304336786270141
9,8,10000.0,rpkm,6.0,1735682.4,1.3921732664108277
9,8,100000.0,k-means++,None,23310000.0,0.18292059898376464
9,8,100000.0,mb-kmeans,100.0,8645850.0,0.2841400384902954
9,8,100000.0,mb-kmeans,500.0,9167400.0,0.1548534870147705
9,8,100000.0,mb-kmeans,1000.0,9176400.0,0.14360325336456298
9,8,100000.0,rpkm,1.0,16484.4,0.03022913932800293
9,8,100000.0,rpkm,2.0,178638.3,0.11079761981964112
9,8,100000.0,rpkm,3.0,2141323.2,0.9867722511291503
9,8,100000.0,rpkm,4.0,18029664.0,3.909290623664856
9,8,100000.0,rpkm,5.0,19648986.3,7.638291525840759
9,8,100000.0,rpkm,6.0,19648986.3,10.613444137573243
